#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_11592	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11593	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11595	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11596	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11598	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11599	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11600	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11601	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11602	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11603	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11604	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11605	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11607	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11608	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11609	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11610	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11611	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11613	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11614	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11615	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11616	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11617	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11618	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11620	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11621	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11622	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11623	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11624	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11625	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11628	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11630	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11632	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11633	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11636	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11637	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11638	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11641	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11642	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11643	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11644	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11645	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11646	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11647	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11649	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11650	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11651	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11652	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11653	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11654	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11655	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11656	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11657	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11658	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11659	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11660	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11661	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11662	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11665	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11666	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11668	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11669	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11671	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11672	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11674	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11675	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11676	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11679	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11680	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11682	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11683	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11684	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11685	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11686	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11688	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11689	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11690	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11691	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11693	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11694	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11695	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11697	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11698	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11700	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11702	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11703	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11705	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11707	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11708	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11709	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11710	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11713	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11714	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11715	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11716	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11717	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11718	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11719	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11720	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11721	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11723	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11724	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11726	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11727	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11729	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11730	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11731	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11733	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11734	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11735	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11736	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11737	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11738	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11739	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11740	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11743	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11744	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11745	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11746	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11747	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11748	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11749	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11751	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11752	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11753	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11755	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11756	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11757	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11759	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11760	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11762	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11763	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11764	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11765	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11767	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11768	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11769	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11770	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11772	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11773	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11774	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11776	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11777	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11779	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11780	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11781	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11782	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11784	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11785	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11786	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11788	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11790	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11791	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11792	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11793	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11794	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11795	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11796	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11797	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11798	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11800	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11801	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11802	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11804	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11806	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11807	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11811	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11813	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11814	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11815	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11819	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11824	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11825	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11828	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11829	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11831	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11833	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11834	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11835	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11836	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11837	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11838	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11839	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11840	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11841	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11842	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11843	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11844	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11845	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11846	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11848	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11849	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11852	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11853	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11854	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11855	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11859	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11861	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11862	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11863	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11865	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11866	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11867	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11868	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11870	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11871	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11872	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11873	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11874	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11875	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11876	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11877	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11878	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11879	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11880	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11881	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11882	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11884	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11885	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11887	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11888	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11889	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11890	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11891	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11892	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11893	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11894	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11899	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11900	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11901	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11902	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11904	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11905	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11907	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11910	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11911	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11912	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11914	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11916	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11918	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11919	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11921	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11922	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11923	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11924	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11925	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11926	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11927	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11929	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11931	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11933	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11935	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11936	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11937	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11938	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11939	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11941	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11942	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11944	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11947	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11948	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11949	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11950	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11955	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11956	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11957	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11959	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11961	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11962	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11966	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11969	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11970	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11971	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11972	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11973	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11975	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11976	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11978	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11980	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11981	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11982	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11985	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11986	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11988	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11989	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11990	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11991	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11992	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11993	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11995	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11996	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11999	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12001	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12003	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12004	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12005	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12009	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12010	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12014	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12015	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12016	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12020	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12022	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12023	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12024	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12025	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12026	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12027	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12028	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12029	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12030	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12032	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12033	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12034	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12038	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12039	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12041	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12042	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12043	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12046	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12049	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12051	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12052	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12053	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12055	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12057	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12058	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12059	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12062	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12065	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12066	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12067	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_12068	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
