"","ASV","total_reads","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2359","ASV_9696",2,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsaliaceae","g_","s_"
"2360","ASV_9698",2,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2362","ASV_9705",2,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2370","ASV_9784",2,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"2400","ASV_9989",2,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","s_"
"2416","ASV_10067",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2432","ASV_10141",2,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"2445","ASV_10201",2,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2450","ASV_10220",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2453","ASV_10238",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","g_","s_"
"2467","ASV_10354",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2470","ASV_10364",2,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"2475","ASV_10394",2,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2482","ASV_10440",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2490","ASV_10513",2,"Eukaryota","Dinoflagellata","Dinophyceae","Blastodiniales","unknown","Blastodinium","Blastodinium oviforme"
"2506","ASV_10605",2,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","g_","s_"
"2514","ASV_10630",2,"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","g_","s_"
"2517","ASV_10672",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2521","ASV_10701",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","g_","s_"
"2537","ASV_10777",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2541","ASV_10803",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2555","ASV_10921",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2557","ASV_10928",2,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2558","ASV_10933",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2563","ASV_10953",2,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","g_","s_"
"2590","ASV_11115",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2594","ASV_11148",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","g_","s_"
"2601","ASV_11177",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2607","ASV_11215",2,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","s_"
"2627","ASV_11385",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","g_","s_"
"2628","ASV_11388",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2632","ASV_11414",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2655","ASV_11654",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2667","ASV_11743",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2670","ASV_11792",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2674","ASV_11825",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2686","ASV_11957",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2687","ASV_11961",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2698","ASV_12100",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2701","ASV_12134",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2709","ASV_12242",2,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2711","ASV_12324",2,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Glenodiniaceae","g_","s_"
"2713","ASV_12452",2,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2716","ASV_12464",2,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","g_","s_"
"2717","ASV_12500",2,"Eukaryota","Dinoflagellata","Dinophyceae","Coccidiniales","Chytriodiniaceae","Chytriodinium","s_"
"2718","ASV_12560",2,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"293","ASV_1097",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium punctulatum"
"374","ASV_1369",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Scrippsiella","unassigned"
"439","ASV_1595",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","g_","s_"
"486","ASV_1747",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","g_","s_"
"504","ASV_1811",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"510","ASV_1830",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"596","ASV_2111",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Polykrikos","Polykrikos geminatum"
"599","ASV_2115",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","s_"
"629","ASV_2200",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","Warnowia sp. BSL-2009a"
"718","ASV_2475",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"730","ASV_2520",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium thulesense"
"778","ASV_2669",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"848","ASV_2878",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"853","ASV_2884",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"862","ASV_2910",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Oodiniaceae","Oodinium","Oodinium pouchetii"
"870","ASV_2941",1,"Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae","g_","s_"
"879","ASV_2969",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"895","ASV_3014",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1012","ASV_3335",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","s_"
"1021","ASV_3357",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"1035","ASV_3392",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1040","ASV_3414",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1072","ASV_3503",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","s_"
"1079","ASV_3549",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"1094","ASV_3606",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","s_"
"1098","ASV_3617",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","s_"
"1127","ASV_3742",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1131","ASV_3756",1,"Eukaryota","Dinoflagellata","Dinophyceae","Blastodiniales","unknown","g_","s_"
"1134","ASV_3768",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1137","ASV_3775",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"1147","ASV_3813",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Syndiniaceae","Hematodinium","unassigned"
"1154","ASV_3828",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1155","ASV_3829",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1160","ASV_3869",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1164","ASV_3892",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","unassigned","s_"
"1171","ASV_3938",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1527","ASV_5188",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Alexandrium","unassigned"
"1600","ASV_5405",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","s_"
"1658","ASV_5594",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"1716","ASV_5763",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Ceratoperidiniaeceae","g_","s_"
"1801","ASV_5992",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"1811","ASV_6006",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"1834","ASV_6059",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"1845","ASV_6089",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium","s_"
"1906","ASV_6267",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1938","ASV_6343",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1959","ASV_6393",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1960","ASV_6398",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1995","ASV_6528",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2061","ASV_6699",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2075","ASV_6748",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","s_"
"2126","ASV_6898",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"2168","ASV_7057",1,"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Exuviaella","Exuviaella pusilla"
"2173","ASV_7065",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2197","ASV_7114",1,"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","g_","s_"
"2217","ASV_7187",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2274","ASV_7557",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"2283","ASV_7696",1,"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","s_"
"2285","ASV_7783",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2289","ASV_7835",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","unassigned","unassigned"
"2293","ASV_7951",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2295","ASV_7984",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2296","ASV_8018",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2298","ASV_8030",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Eudubosquellidae","Euduboscquella","unassigned"
"2304","ASV_8157",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2308","ASV_8229",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Eudubosquellidae","g_","s_"
"2317","ASV_8393",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Scrippsiella","unassigned"
"2323","ASV_8520",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2326","ASV_8580",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2328","ASV_8596",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Eudubosquellidae","g_","s_"
"2332","ASV_8656",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"2333","ASV_8697",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2334","ASV_8727",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2338","ASV_8764",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2339","ASV_8767",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2341","ASV_8803",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","g_","s_"
"2344","ASV_9018",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2345","ASV_9030",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2352","ASV_9365",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","unassigned","unassigned"
"2358","ASV_9686",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2361","ASV_9701",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2374","ASV_9814",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2377","ASV_9856",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","unassigned"
"2378","ASV_9864",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Cochlodinium","unassigned"
"2380","ASV_9872",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2382","ASV_9887",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2385","ASV_9907",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2403","ASV_10012",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2404","ASV_10013",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","unassigned"
"2407","ASV_10029",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2408","ASV_10031",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","unassigned","unassigned"
"2418","ASV_10075",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2423","ASV_10115",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2425","ASV_10119",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2428","ASV_10127",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2430","ASV_10133",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2431","ASV_10138",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2434","ASV_10164",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2436","ASV_10170",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2437","ASV_10171",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"2442","ASV_10194",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2449","ASV_10216",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2451","ASV_10229",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2459","ASV_10283",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2460","ASV_10300",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2462","ASV_10303",1,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"2465","ASV_10330",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2480","ASV_10432",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2489","ASV_10504",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2491","ASV_10535",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2493","ASV_10538",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2510","ASV_10619",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2513","ASV_10629",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2519","ASV_10687",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2523","ASV_10707",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2526","ASV_10718",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2532","ASV_10748",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2547","ASV_10856",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2548","ASV_10871",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2562","ASV_10946",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"2564","ASV_10966",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2567","ASV_10973",1,"Eukaryota","Dinoflagellata","Dinophyceae","unknown","unknown","g_","s_"
"2573","ASV_11035",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2574","ASV_11037",1,"Eukaryota","Dinoflagellata","Dinophyceae","unknown","unknown","g_","s_"
"2576","ASV_11039",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2578","ASV_11043",1,"Eukaryota","Dinoflagellata","Dinophyceae","unknown","unknown","g_","s_"
"2581","ASV_11064",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2584","ASV_11088",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2585","ASV_11101",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2591","ASV_11142",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2598","ASV_11168",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"2599","ASV_11170",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2608","ASV_11216",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2614","ASV_11240",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2618","ASV_11280",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2619","ASV_11287",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2630","ASV_11398",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2631","ASV_11411",1,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2643","ASV_11494",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2650","ASV_11559",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2659","ASV_11681",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2666","ASV_11737",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2673","ASV_11804",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2678","ASV_11858",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2681","ASV_11867",1,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","s_"
"2685","ASV_11920",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2692","ASV_12007",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2693","ASV_12038",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2697","ASV_12083",1,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"2707","ASV_12187",1,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"122","ASV_513",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"163","ASV_627",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium monovelum"
"171","ASV_650",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","unassigned"
"236","ASV_892",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium conicum"
"264","ASV_974",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium conicum"
"281","ASV_1040",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"310","ASV_1156",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsaliaceae","g_","s_"
"571","ASV_2041",0,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"572","ASV_2044",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium denticulatum"
"583","ASV_2078",0,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Polykrikos","s_"
"598","ASV_2114",0,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","unassigned"
"627","ASV_2191",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"632","ASV_2210",0,"Eukaryota","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Protodinium","Protodinium simplex"
"640","ASV_2239",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium thulesense"
"641","ASV_2242",0,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","g_","s_"
"662","ASV_2290",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"705","ASV_2431",0,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"712","ASV_2450",0,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"727","ASV_2509",0,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"739","ASV_2558",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"754","ASV_2584",0,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"762","ASV_2614",0,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"765","ASV_2629",0,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"775","ASV_2659",0,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
