#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
d5bc61f90f231d15cad051d8195ce9e5	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
12071c3f10673cf4fbc662340dc2f356	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
958666b52c5d7c745674c64cccbf00ea	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
f97f93a0315b12145038f42427d52d27	Bacteria	 Proteobacteria	 Gammaproteobacteria	 HgCo23	 HgCo23	 HgCo23	 uncultured_bacterium
4995d4cb668e6fcd4b6916e00855f57d	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 marine_metagenome
ec9137517f1c71b2c1f9996fbbb8f343	Bacteria	 Proteobacteria	 	 	 	 	 
b05bd180cdaa828a486b395ce258474c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 uncultured	 
1fb08b18138d8c6a97104ee81c5248d3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Alteromonadaceae	 	 
3f456a18968cea5c5e549e281f0f5808	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Sporichthyaceae	 hgcI_clade	 
8aa94e6a5697ffc14f1affe3c92b6fad	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 
ffd5f36bfdb7286e28b633d9bba4ce82	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Kordia	 
806f63bcdb93b71a97984ce617fa819e	Bacteria	 Actinobacteriota	 Actinobacteria	 PeM15	 PeM15	 PeM15	 
04b4c9c6bd378204ba3924c5cf9ce0a8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
89888604a1053fec51e2a3661d17b07e	Bacteria	 Chloroflexi	 KD4-96	 KD4-96	 KD4-96	 KD4-96	 uncultured_bacterium
7c3584e171b22af5fa123b3bc28b2445	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_Sphingobacteriia
cec2727975c873b6c1e5ce609f112282	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Psychroserpens	 
89e4b801c46c06154706c5bcbe846ce0	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
f9bada9b1db0cfe1976770d099655d16	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
319aab5b67538c018b47b24b49ff3bfc	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
b331a0d2e4e550b00b640b85fe76bb23	Bacteria	 Patescibacteria	 Gracilibacteria	 JGI_0000069-P22	 JGI_0000069-P22	 JGI_0000069-P22	 uncultured_bacterium
d4061f3491510a65aced385fbe09b84f	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_marine
b89ae520ede9f2cc75b98e1535039d56	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
4cb83174f5f8ec5413b637a8ffc06153	Bacteria	 Planctomycetota	 BD7-11	 BD7-11	 BD7-11	 BD7-11	 
a76f7fe1962358826045ffcc8a212913	Bacteria	 	 	 	 	 	 
5cb851b1260e97803d3cd89fdf773510	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 uncultured	 uncultured_Bacteroidetes
7d4eea19830870d706a606c57234ee5c	Bacteria	 Cyanobacteria	 Cyanobacteriia	 	 	 	 
aa9b3a1418d146c262ec63305292065a	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	 
3a9037eac040437ad61efa1e805637be	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 FS140-16B-02_marine_group	 uncultured_bacterium
450aee509b8cbc3c51a3937f57448728	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 uncultured	 
5acdfbf5330bcf2d3a211056d3deecab	Bacteria	 Proteobacteria	 Proteobacteria	 Proteobacteria	 Proteobacteria	 Proteobacteria	 uncultured_bacterium
fc9a37fc195b232c912719e049d43859	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 
2471874e6c6622ef8d00f5d8ba26e718	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 
5646b04c0d3fe38812fcb83f8add0619	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 
c78efe2c6ab07fe34749518bd666aafd	Bacteria	 Verrucomicrobiota	 Chlamydiae	 Chlamydiales	 	 	 
e75ceab0dea79dd73f76041a764688c1	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 uncultured	 uncultured_Flavobacteriia
705b8ce534fc5afe9cbf83bb075a8bce	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira	 
3a5da1db209bccdbabe54d685a8dc3d0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_bacterium
6c4a339f9e4d5a43cca7983a86242049	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae	 OM43_clade	 
23da176deb33932f43515cc238d926b5	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 NS11-12_marine_group	 NS11-12_marine_group	 
577f211606cbd2307fe37d4d5e066423	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiohalorhabdales	 Thiohalorhabdaceae	 uncultured	 uncultured_bacterium
3fd01383b5b11382c02338c8381fe36c	Bacteria	 Poribacteria	 Poribacteria	 Poribacteria	 Poribacteria	 Poribacteria	 metagenome
c6f59501a68e08251f4b993540e47936	Bacteria	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 uncultured_bacterium
fc89c8af6958572a9d8c6f258a3703c8	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 uncultured_marine
765ac003232f1b765679c234cce3c5a6	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_marine
7aefd28b11a35426f768b29b99c925cc	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 AEGEAN-169_marine_group	 AEGEAN-169_marine_group	 
5b183a14ae2252da51a03097e28e284d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 HOC36	 HOC36	 HOC36	 uncultured_marine
16066c6c98e9cbd09a46dd8613cdc128	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Amylibacter	 
4a0f4065f2ba2b84916ae6dc47ca3e14	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
bd872b094f31d06c830ff1016ec66448	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
555b33eb3c6ce5539cd445d2eb736bd1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
70012c773d69336cf78d650e26c2236e	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 marine_metagenome
d0576646221f0544cd44e23be04bf471	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira	 
7e7b88602fa0ab2fa00e536650a2efbb	Bacteria	 Verrucomicrobiota	 Chlamydiae	 Chlamydiales	 Simkaniaceae	 uncultured	 Chlamydiales_bacterium
cf7cbf425e3d148adfca15b332865125	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Parvibaculales	 Parvibaculaceae	 uncultured	 uncultured_Alphaproteobacteria
fb5df9e29befe585386f291286f63fb3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Microvirga	 
db1bb41a88a4f354feecf56118d5f901	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 
bafc245ffe62e078c3ffa56ec3cb2530	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ia	 
edc78d32bc20b07ebf7919690ba7fd78	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 Lewinella	 uncultured_marine
139ad7417ef0dfb630699faea2eb5e06	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 
a827ffc2fa337e1314f964f57b1e5e72	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
45960dbc970fd248a87c25ebbeea8ab5	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 uncultured_euryarchaeote
4cb4b3b897dd36f45699450b88e280f8	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 uncultured	 
e0b375bae1b37c73a8b03caf0a47226d	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS7_marine_group	 NS7_marine_group	 
b94f9f9f7ce7df83d29fbcbf611f8a37	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 Aestuariicella	 uncultured_bacterium
a0890d0bceae62e8c51b3b867ea1435d	Bacteria	 	 	 	 	 	 
ad0f9a34d3ff26a5ba971b3df6ead909	Bacteria	 Proteobacteria	 	 	 	 	 
31354c3c6b98c62f6b7b4efa5bac6dc8	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 	 	 
6e2ce0f850241b299e74e5e0a1c3dcdc	Bacteria	 Planctomycetota	 Planctomycetes	 Gemmatales	 Gemmataceae	 uncultured	 bacterium_enrichment
8dd00d9aeb3b971c6b291c857f3fec1a	Bacteria	 	 	 	 	 	 
b584ca9ffae5512e3ee9bdaad713e8ca	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 SAR86_cluster
14034da7398c95b2c6200bc1a561f9aa	Bacteria	 Campilobacterota	 Campylobacteria	 Campylobacterales	 Arcobacteraceae	 Arcobacteraceae	 uncultured_bacterium
85cbc9fc82eff27f29c0c5a17003a84d	Bacteria	 	 	 	 	 	 
dfc0bb50086fd17c3830499a53fa5895	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
219945d588900b9a945987e3ef25c5ca	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 metagenome
405600e715167b5f59ca7a6438a970e2	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 unidentified
68fd31fed4cc59c548e3e9c14f56a5ea	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Rubritaleaceae	 Rubritalea	 uncultured_bacterium
d83f60183d81253a505beaeef3cd168f	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Rothia	 uncultured_bacterium
d8938e43b2e659b9750c58beda78bab6	Bacteria	 	 	 	 	 	 
2caed71d34831e04b8590050cfd7505f	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 Coraliomargarita	 
236c13605868284be5f9dfa6221902a8	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 Vicingus	 uncultured_Cryomorphaceae
24f3374f67496210c6b6b23ac41e60f8	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 uncultured_marine
c70a93adaa36d3c5734a26d9de1310dd	Bacteria	 	 	 	 	 	 
1263b941de1a0c2fb61d10f6b7e273da	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 uncultured	 
71f127a6d8ff8475e1077388b2a16ded	Bacteria	 	 	 	 	 	 
032b7df1b63c13c81555718bafda9aec	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 	 
67dd5c7910565894250f665492cf1704	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 uncultured_bacterium
70037dd1ceed2ad627622e1fc1211304	Bacteria	 	 	 	 	 	 
61c62ef06cb7155ecdc22976bfa32056	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Rubritaleaceae	 Rubritalea	 uncultured_bacterium
7245c3051ece8989333e24f4271be365	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 uncultured_bacterium
3441776b98130021c6d426dfd2725cf6	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Ulvibacter	 
b093534e7b9c5927e310a7d13a781bd9	Bacteria	 	 	 	 	 	 
f3ecbe88a93658e7074d2794ab9c747e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
18f003b16cdfa6b1b7ce15ee296b2ff9	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_deep-sea
4244f8df49f6cf24c7fa160b34d7249e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 uncultured_bacterium
2f77ce6e32b7c640cd02e4518b65d5d0	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 
80264b20b31f4cea5a4508e50067a377	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Ectothiorhodospirales	 Ectothiorhodospiraceae	 uncultured	 uncultured_marine
92d29d3e7aa8e2735c550e6ed0693fe1	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 marine_metagenome
094e16dcd4fb72b54a78bb5c07f982e6	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_marine
233fa68b7d8e55899c39d3788fcdd0a0	Bacteria	 Verrucomicrobiota	 Chlamydiae	 Chlamydiales	 	 	 
267b439d18a307df41812b0e32bbd7f4	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 
887d5d1f81fd64beed9028491db21560	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Terasakiellaceae	 uncultured	 uncultured_bacterium
9380eac5ee2cf8d4a60f4b9f10bd5f16	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 seawater_metagenome
94e39c8bf28204119bdc3e38c7a0c5f4	Bacteria	 Planctomycetota	 BD7-11	 BD7-11	 BD7-11	 BD7-11	 uncultured_bacterium
aae7e377ce75c16ac158f34fda07b065	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 FS140-16B-02_marine_group	 marine_metagenome
785babf028052322b1f4698d917e746b	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 uncultured_thaumarchaeote
f522e05e4403741e422a6515306f81d7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Fokiniaceae	 MD3-55	 uncultured_bacterium
6cbe27b7fc5eed8d6daed17ae455f1d6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Porticoccaceae	 SAR92_clade	 
581a55014641e1cd55cdc272c0365a28	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_fermentum
333bbf9224442fc10cd497377d2b1d01	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
230c5d4144a8a1949286d5062f5f1730	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 Vicingus	 
ec0ad6b3d3ff6ad864f0915c52396b6a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Ectothiorhodospirales	 Ectothiorhodospiraceae	 uncultured	 uncultured_marine
f1b09fd2c7c2248c545068755bb00712	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Micavibrionales	 Micavibrionaceae	 uncultured	 uncultured_bacterium
6afae99a03e6203ac34166f5a07ccca5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 UBA10353_marine_group	 UBA10353_marine_group	 UBA10353_marine_group	 uncultured_organism
055b24a8fe7d19c339268f5e3b344a85	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
9ec96ca0c168e9ec0791fe790a6c5c27	Bacteria	 Proteobacteria	 	 	 	 	 
275dcbedb9fb236c63b233f096722eaa	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_bacterium
f965b1f5ce02f74dbef280004bb78a42	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
ed5b6adb1b9e182eedb1b3cebc24a0d9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Sulfitobacter	 
7c6bf613aeab5219befc4985311da401	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Steroidobacterales	 Woeseiaceae	 Woeseia	 uncultured_marine
ab1520df28207766f8f8bc10b2f35f74	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 uncultured	 
ea263e4e7672e52902525f9c44fdcd67	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
aa9e141a5e2781d280406c513bf34d45	Bacteria	 Chloroflexi	 TK17	 TK17	 TK17	 TK17	 uncultured_bacterium
58e281f98f1b1429997870aae16b8231	Bacteria	 Patescibacteria	 Gracilibacteria	 JGI_0000069-P22	 JGI_0000069-P22	 JGI_0000069-P22	 uncultured_bacterium
b81ba7ff73a3ca2026f8205588d77a68	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 CL500-3	 uncultured_Phycisphaeraceae
b30b9d872772d7001500f84c6e994061	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 
b632f1471fdbc48a83f80b09ee9ea027	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Nitrosococcales	 Methylophagaceae	 uncultured	 
22fd12dee870f3fb71cf03cbc01847c7	Bacteria	 Campilobacterota	 Campylobacteria	 Campylobacterales	 Arcobacteraceae	 	 
84b738cddad75358f87ba65365842a87	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 AEGEAN-169_marine_group	 AEGEAN-169_marine_group	 
67b9680fea88caaebb7595d0d52b5a36	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_delta
70b827f508e5ca3fd05934a999d6fbe9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
12a9125172c68548642d11a769224681	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
1b21d2b71f96b4a59b392aee9aa1d655	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	 
41da671b2bb553b403b4b7b683815b3f	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_marine
80cef884576f1d0d35825971a27c7c3b	Bacteria	 Campilobacterota	 Campylobacteria	 Campylobacterales	 Arcobacteraceae	 	 
66ceb033ed43f2ad7048fe558dd9cb1e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 	 
43673dd6e20b53c37953021b63972764	Bacteria	 	 	 	 	 	 
6b295177511ca275933f3b58182d8e7d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Unknown_Family	 uncultured_marine
11c0e1355775fe862303c5d0fa16be1f	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 LS-NOB	 uncultured_delta
6041b4b0ac64659e5d4996c188ae3aef	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Actinomarinales	 Actinomarinaceae	 Candidatus_Actinomarina	 
fad66ea83a2659ba94dd905e7075e9f3	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_delta
0417842be7e4d2399f989b6b70bdd4ad	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 DEV007	 DEV007	 uncultured_marine
99729084fd73f9fbf1781e883f7be1f8	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 DEV007	 DEV007	 uncultured_Verrucomicrobiaceae
ff077b8410bcadb937ff73dfc9d437bd	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ia	 
612535561f12b8d086abae165d27da99	Bacteria	 	 	 	 	 	 
f3277d3840dc2772f17a8fc75c1095dc	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 hydrothermal_vent
1735122f6452284cae1574c71c9a6eec	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Aeribacillus	 
0a5b5b3b14b8454dbf6c5c212a4d8d11	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 
5221ed6699eda411e4d274256746ad7a	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Fluviicola	 
5e64ef956c52c75f6fafcb1215539bf3	Bacteria	 	 	 	 	 	 
6f05e508d4dc4557017e88758fc38938	Bacteria	 Proteobacteria	 	 	 	 	 
29f02741a4308d57f219bf23cba50031	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 SAR202_cluster
e87d70376a5d91b6eb193a1f5cf3acd0	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 uncultured_organism
b21fbf51c94c6b5343c0eee84b6b2f8e	Bacteria	 	 	 	 	 	 
0fd225629b6786e1fc5521805bde53d0	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 DEV007	 DEV007	 uncultured_marine
aeb62c24c3674c8c8e374cd0e5769e80	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_Flavobacteriia
0f539248678270e403a4dcbc2c051e7e	Bacteria	 Planctomycetota	 Planctomycetes	 Pirellulales	 Pirellulaceae	 uncultured	 
c8e360969108fa2125a3d56eb4dad24f	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Actinomarinales	 Actinomarinaceae	 Candidatus_Actinomarina	 uncultured_marine
6dc33f200222d061b0b311f6960cb2df	Bacteria	 	 	 	 	 	 
3a1e18320375d28b8c1304020ee7ce34	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
759c17b98815430e76a1e6568d2fc089	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 uncultured_bacterium
b3e59fbba3c595e3c826b15ceb8878bd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Marinicella	 uncultured_proteobacterium
2a460cf3152fa98923f36a66f28823e6	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 uncultured_bacterium
9da2cd91fba38cac83148a9c6d60b537	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
31774b2ab198d7b5abc9f0d6e8a5ffc2	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila	 uncultured_bacterium
2413fd8657da481bee1676df02d2361b	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
912e4ab3cad075d945b6db8d65834592	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 metagenome
235516770e104e7068ba5b96b806671c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
e93c305411faa5cc78eb2f99f438e210	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
632dca44e5db77ab4ea14593eadbf3f0	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 
cc6986b200bbcf90924ef985d3562c87	Bacteria	 Verrucomicrobiota	 Kiritimatiellae	 Kiritimatiellales	 Kiritimatiellaceae	 R76-B128	 
c66c92195478d68dba715f291193db9a	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 uncultured	 
5bf4ae259debc80ac05bb42ecb4aeaab	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Fluviicola	 
d4f0ddbb09f78c5d2bb778acb9a9c4b5	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 
334b3497efa5df6a1cb2ff1f8522d980	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 marine_metagenome
